OrganisationURI,OrganisationLabel,SiteReference,PeviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC352,,"PERSHORE STREET AND DEAN STREET, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.894686,52.474956,0.32,unknown ownership,,permissioned,full planning permission,23/03/2015,,,323,Redevelopment to provide 323 bed self-contained student accommodation (Sui Generis) ancillary communal facilities and retail (flexible within Use Classes A1-A5) associated landscape and parking,Retail (flexible within Use Classes A1-A5) associated landscape and parking,,323,323,,,2014/09503/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC355,,"Former Post and Mail Building, Weaman Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.896899,52.484354,0.39,unknown ownership,yes,permissioned,reserved matters approval,23/07/2015,,,115,Reserved Matters application for Phase 2 for 15 new storeys above Phase 1 for residential (115 apartments) and office uses.,,,115,115,,,2016/01702/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC363,,"32 Regent Place, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.909595,52.486174,0.05,unknown ownership,yes,permissioned,full planning permission,10/05/2016,,,5,"Conversion of existing building into ground floor offices and car parking area, with four apartments and one town house above, including erection of replacement roof extension.",,,5,5,,,2016/01938/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC364,,"Mansell House 200 Newhall Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.90827,52.484523,0.02,unknown ownership,yes,permissioned,other,17/08/2015,,,6,Prior Approval for change of use from offices (Use Class B1[a]) to 6 self contained residential apartments (Use Class C3),,,6,6,,,2015/05566/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC366,,"Units 3-6 and 8-11 Kenyon Forge, Kenyon Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.907166,52.487534,0.12,mixed ownership,yes,permissioned,other,06/01/2016,,,8,"Change of use of existing commercial units (units 3-6 & 8-11 only) (Use Class B1) to provide 8 x 1 bed studio flats (Use Class C3), together with external alterations, boundary treatment and landscaping.",,,8,8,,,2015/08337/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC371,,"35 to 38 St Paul's Square, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.906925,52.485492,0.08,unknown ownership,yes,permissioned,full planning permission,09/05/2016,,,7,"Conversion of existing building from offices (Use class B1(a) to residential (Use class C3) to provide 7 No. residential properties with ancillary communal residents bar, gym and lounge at basement level, external alterations","Ancillary communal residents bar, gym and lounge at basement level, external alterations",,7,7,,,2016/02113/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC372,,"100 and 101 Bath Street, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.896319,52.486807,0.03,unknown ownership,yes,permissioned,full planning permission,19/02/2016,,,5,"Proposed change of use from office use (Use Class B1a) to 5 x residential flats (1 x 5 bed, 1 x 3 bed and 3 x 2 bed)",,,5,5,,,2015/09899/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC373,,"18 to 20 Albion Street, Frederick Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.911488,52.485308,0.06,unknown ownership,yes,permissioned,other,24/02/2016,,,21,Prior Approval for change of use from offices (Use Class B1[a]) to 21 residential units  (Use Class C3),,,21,21,,,2016/00142/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC377,,"United Services Club, Gough Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.902494,52.475662,0.11,owned by a public authority,yes,permissioned,full planning permission,16/11/2015,,,73,Erection of a residential building providing 73 one and two bed apartments with associated parking and landscaped amenity space.,,,73,73,,,2015/05554/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC379,,"Legge Lane/Camden Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.912989,52.484044,0.32,unknown ownership,yes,permissioned,full planning permission,23/12/2015,,,100,Part restoration and part demolition of existing buildings and erection of new buildings to provide 100 one and two bed apartments with associated infrastructure and landscaping.,,,100,100,,,2015/07814/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC380,,"Land rear of Assay Office, Charlotte Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.905753,52.484139,0.13,unknown ownership,yes,permissioned,full planning permission,16/09/2015,,,32,"Erection of a 2, 3 and 4 storey building comprising 32 apartments (14 x 2-bed and 18 x 1-bed) and demolition of boundary wall",,,32,32,,,2015/04486/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC381,,"BOERMA phase 2&3 Digbeth/Park Street/Well Lane, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891758,52.477105,0.58,mixed ownership,yes,permissioned,full planning permission,08/01/2016,,,198,"Mixed use redevelopment to provide retail (Class A1,A2 & A3), business space (Class B1a), 194 residential apartments (Class C3) and 4 live and work units and energy systems","Retail (Class A1,A2 & A3), business space (Class B1a) and energy systems",,198,198,,,2015/06678/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC385,,"Lower Loveday St, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.896767,52.487365,0.06,unknown ownership,yes,permissioned,full planning permission,27/01/2016,,,8,"Conversion and change of use of existing building to provide 8 x residential flats (2 x 1 bed & 6 x 2 bed) and 1x commercial unit (A1 use)(39.6 sqm), external alterations and refurbishment","1x commercial unit (A1 use)(39.6 sqm), external alterations and refurbishment",,8,8,,,2015/09405/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC386,,"Former Brasshouse Centre, Sheepcote Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.914765,52.475911,0.28,owned by a public authority,yes,not permissioned,,,,,50,,,,50,50,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC387,,"30 - 52 Vittoria Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.910953,52.485164,0.2,unknown ownership,yes,permissioned,other,19/06/2017,,,36,Prior Approval for change of use from office (B1[a]) to 3 Residential units (C3),,,36,36,,,2017/03710/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC388,,"Herbert, 51 to 71 Cornwall Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.902339,52.482443,0.13,unknown ownership,yes,permissioned,other,23/03/2017,,,63,Prior Approval for change of use from offices at first to fifth floors (Use Class B1[a]) to 63 residential apartments (Use Class C3),,,63,63,,,2016/10729/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC390,,"59 Camden Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.913778,52.483138,0.07,unknown ownership,yes,permissioned,full planning permission,20/09/2016,,,12,"Conversion of existing building from warehouse/workshop to residential and erection of three storey extension to front facade to provide 12 apartments, associated parking and roof terraces",,,12,12,,,2016/05554/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC393,,"CORNWALL STREET, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.903438,52.481641,0.03,unknown ownership,yes,permissioned,full planning permission,13/10/2016,,,5,Change of use from office (Use Class B1a) to student accommodation (Sui Generis),,,5,5,,,2015/09104/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC394,,"Land fronting Carver Street and Pope Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.914656,52.484818,0.1,unknown ownership,yes,permissioned,full planning permission,06/07/2017,,,30,"Erection of a part three/four and five storey development to provide 30 one, two and three bed apartments with associated parking, infrastructure and landscaping",,,30,30,,,2017/03225/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC397,,"Block M Masshouse Plaza, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.889407,52.481554,0.03,owned by a public authority,yes,permissioned,full planning permission,14/12/2016,,,5,Change of use from retail (Use Class A1) to 5 residential units (Use Class C3) and associated fenestration alterations,,,5,5,,,2016/06909/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC399,,"150-152 Great Charles Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.905364,52.481739,0.2,unknown ownership,yes,permissioned,other,31/01/2017,,,8,Prior Approval for change of use from offices at 2nd and 3rd floors (Use Class B1[a]) to 8 residential units (Use Class C3),,,8,8,,,2016/10320/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC401,,"Beaufort House, 94-96 Newhall Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.904851,52.482555,0.12,unknown ownership,yes,permissioned,other,15/02/2017,,,75,Prior Approval for change of use from offices (Use Class B1[a]) to 75 residential apartments (Use Class C3),,,75,75,,,2016/10780/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC404,,"76 Holloway Head, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.903161,52.473541,0.04,unknown ownership,yes,permissioned,full planning permission,15/07/2016,,,9,"Alterations and extensions to retain existing A1 retail showroom and provide 1 no. unit of A3 (restaurant/cafe) / A4 (drinking establishment) / A5 (hot food take-away) at lower ground/ground floor level and 9 no. residential units (5 x 2 beds, 4 x 1 bed)",Retain existing A1 retail showroom and provide 1 no. unit of A3 (restaurant/cafe) / A4 (drinking establishment) / A5 (hot food take-away) at lower ground/ground floor level,,9,9,,,2016/04623/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC405,,"Adjacent 27 and 28 George Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.908402,52.483867,0.1,mixed ownership,yes,permissioned,full planning permission,29/06/2016,,,6,Construction of 6 no. townhouses with associated parking and landscaping,,,6,6,,,2016/01433/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC407,,"16 and 17 Lionel Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.902564,52.484867,0.07,unknown ownership,yes,permissioned,full planning permission,18/10/2016,,,9,Refurbishment and extension to create ground floor retail unit (A1) and 9 residential apartments over the upper floors (C3) with ancillary parking to the rear.,Ground floor retail unit (A1),,9,9,,,2016/05706/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC408,,"64 Water Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.903162,52.485008,0.07,unknown ownership,yes,permissioned,full planning permission,13/07/2016,,,10,"Demolition of existing 3 storey stairwell/lift area, conversion of existing building and extensions to create additional floor and four storey side extension to provide 10 two and three bed apartments with associated parking and amenity areas",,,10,10,,,2015/10410/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC409,,"36 and 37 George Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.908325,52.484379,0.02,unknown ownership,yes,permissioned,other,13/07/2016,,,6,Prior Approval for change of use from offices (Use Class B1[a]) to  6 no. residential units (Use Class C3),,,6,6,,,2016/04907/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC412,,"7-12 Bartholomew Row, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.888568,52.481993,0.14,unknown ownership,,permissioned,full planning permission,12/10/2016,,,30,"Partial demolition, extensions and refurbishment and new 15 storey tower for student accommodation (170 no. studios)","Basement drinking establishment (Use Class A4), two commercial units for food and drink (Use Class A3) and refurbished Georgian townhouses for office use (Use Class B1).",,30,30,,,2015/07280/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC413,,"Monaco House, Bristol Street, Edgbaston, Birmingham, B5 7AS, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.898815,52.470026,2.5,mixed ownership,,not permissioned,,,,,1000,,,,1000,1000,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,CC414,,"Childrens Hospital, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.894675,52.484926,3.71,mixed ownership,,not permissioned,,,,,400,,,,400,400,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E10,,"Rear 230 Fox Hollies Road & 75-79 Hazelwood Road, Land fronting Green Acres, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.831037,52.444535,0.26,unknown ownership,yes,permissioned,reserved matters approval,18/03/2015,,,12,"Reserved matters application (appearance and landscaping) for the erection of 12 semi-detached house comprising of nine 3 bed, one 4 bed and two 2 bed with associated parking, access including turning head and amenity space",,,12,12,,,2014/09312/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E14,,"1719 to 1721 Coventry Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.805591,52.460875,0.14,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E33,,"Adjacent 64 Kestrel Avenue, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.824348,52.471071,0.1,owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E45,,"Parkfield/Anthony Road, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.848333,52.484706,1.08,unknown ownership,,not permissioned,,,,,54,,,,54,54,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E46,,"Broadway Avenue, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.835931,52.481249,0.22,unknown ownership,,not permissioned,,,,,30,,,,30,30,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E49,,"Montgomery Street/South Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.873193,52.467979,1.55,unknown ownership,,not permissioned,,,,,60,,,,60,60,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E51,,"Plough and Harrow, Coventry Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.83768,52.464232,0.11,unknown ownership,yes,permissioned,full planning permission,02/06/2016,,,12,Erection of 3 storey building consisting of 5 units to the ground floor (use classes A1 and A3) and 12 apartments to the first and second floor with car park to rear,5 units to the ground floor (use classes A1 and A3),,12,12,,,2016/01634/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E54,,"Eaton Electricals Ltd, Reddings Lane, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.842616,52.449327,4.58,mixed ownership,yes,permissioned,full planning permission,09/12/2016,,,204,Hybrid application for the demolition of existing buildings and erection of 204 dwellings (full) and three form of entry primary school (outline),Outline planning application for a three form of entry primary school on the western part of the site (all matters reserved),,204,204,,,2015/10025/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E58,,"Albert Road/Station Road, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.814177,52.487199,3.41,unknown ownership,,not permissioned,,,,,143,,,,143,143,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E65,,"Farmcote Road, Shard End",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.793053,52.489157,0.21,unknown ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E71,,"Summer Road/Fox Hollies Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.833243,52.446068,1.39,unknown ownership,,not permissioned,,,,,56,,,,56,56,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E72,,"North Warwick Street, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.856325,52.474835,0.14,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E76,,"Tysley La / Warwick Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.836924,52.451762,1.44,unknown ownership,,not permissioned,,,,,100,,,,100,100,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E79,,"Junction of Olton Boulevard East & Warwick Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.812854,52.442691,0.45,unknown ownership,,not permissioned,,,,,18,,,,18,18,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E82,,"Adj 109 Westley Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.829239,52.445892,0.16,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E86,,"Rear of 305 - 367 Stockfield Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.822801,52.45823,0.48,unknown ownership,,not permissioned,,,,,19,,,,19,19,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E89,,"Land off Roma Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.848723,52.456284,1.85,unknown ownership,,not permissioned,,,,,74,,,,74,74,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E91,,"Hob Moor Primary School, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.81184,52.467885,0.77,mixed ownership,yes,permissioned,full planning permission,08/04/2016,,,36,Residential development for the erection of 36 dwellings with associated parking,,,36,36,,,2015/04560/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E93,,"Land adj 1 Geraldine Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.826263,52.463168,0.21,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E108,,"Junction of Tipperary Close & Trigo Croft, Bromford Estate, Hodge Hill",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.804954,52.507129,0.07,owned by a public authority,yes,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E112,,"Land bounded by Coventry Road/ Bolton Road/ Arthur Street, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.869961,52.473653,0.72,unknown ownership,,not permissioned,,,,,36,,,,36,36,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E114,,"12 - 18 Whitmore Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.862297,52.470387,0.1,unknown ownership,yes,permissioned,full planning permission,02/07/2015,,,7,"Part demolition of single-storey wing, change of use of existing social club to 7 no. self contained residential flats, erection of first floor rear extension and  other alterations to include installation of metal sliding gates to existing car park",,,7,7,,,2015/02190/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E115,,"56 Golden Hillock Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.858785,52.46762,0.17,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E136,,"land between 143 & 159 Muntz Street, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.854268,52.472701,0.22,mixed ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E138,,"Junction Green Lane / Third Avenue, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.845036,52.475482,0.17,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E139,,"45-51 Blake Lane, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.8423,52.477889,0.24,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E140,,"Junction of Bordesley Green / Blakeland Street, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.841516,52.478285,0.16,unknown ownership,yes,permissioned,full planning permission,25/07/2016,,,10,"Demolition of existing building and redevelopment of site to provide 4 x 2-storey terraced dwellings and a residential block accommodating 2 x 1-bed and 8 x 2-bed apartments, together with car parking, access and landscaping works",,,10,10,,,2015/09823/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E143,,"Land bounded by Highgate Place / Kyrwicks Lane  /  Railway, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.880673,52.465004,0.3,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E144,,"Junction of Kyrwicks Lane / Auckland Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.879686,52.465567,0.21,owned by a public authority,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E145,,"Land between Railway & Auckland Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.87854,52.466421,0.3,mixed ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E146,,"Junction of Stratford Road / Priestly Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.877437,52.464713,0.12,mixed ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E149,,"Land adj 67 Montgomery Street, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.868534,52.464885,0.3,owned by a public authority,yes,permissioned,full planning permission,05/01/2017,,,10,Erection of 10 residential dwellings with associated car parking and landscaping,,,10,10,,,2016/08302/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E150,,"Junction of Moseley Road / Clifton Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.885197,52.456647,0.17,unknown ownership,yes,permissioned,full planning permission,04/02/2016,,,14,"Redevelopment to provide building for community/prayer purposes, new mosque building, funeral facilities with caretaker's flat above, reception building, new sports hall new retail shop, restaurant and 13 x 1-2 bed apartments, new multi-storey car park","3-storey building for community/prayer purposes, new mosque building, funeral facilities reception building, new sports hall at Moseley Road/Runcorn Road",,14,14,,,2015/06750/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E159,,"Land between Sampson Road North, Bordesley Middleway & canal, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.875999,52.470178,0.49,unknown ownership,,not permissioned,,,,,19,,,,19,19,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E163,,"Land between Olton Boulevard West & Spring Road, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.840218,52.446439,0.43,owned by a public authority,,not permissioned,,,,,17,,,,17,17,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E166,,"Land between Spring Road / Lyncroft Road / Springcroft Road, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.845413,52.446076,0.4,unknown ownership,,not permissioned,,,,,16,,,,16,16,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E170,,"Adjacent 301 Alum Rock Road, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.847934,52.488092,0.78,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
