OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing,Location,Well Known Text Geometry
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR087,,42 Caversham Road London NW5 2DS,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.137418,51.548791,0.08,unkown ownership,Yes,permissioned,full planning permission,20/04/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/3052/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/c06fca70-a947-4eeb-987c-d09872d05b78.xml,,7,"Erection of basement plus 5-storey, 18 x unit residential development, following demolition of 11 x residential unit building.",,,,,,,,22/12/2017,22/12/2017,529242.3,184965.59,"(51.548791, -0.137418)","POLYGON ((529249.701 184950.448,529246.453 184950.698,529238.496 184951.347,529236.946 184951.497,529235.899 184951.597,529232.403 184951.897,529229.897 184952.097,529231.752 184973.951,529232.552 184983.098,529233.599 184993.046,529234.25 184993.195,529234.803 184993.595,529256.248 184960.755,529255.902 184960.555,529258.548 184956.396,529263.149 184949.348,529249.701 184950.448))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR077,,Farringdon Point 29-35 Farringdon Road London EC1M 3JF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.106249,51.519936,0.03,unkown ownership,Yes,permissioned,full planning permission,20/02/2017,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/1026/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/257040cc-f693-4e93-ad4e-db29cf176452.xml,,5,"Erection of a part 5, part 6 storey building to create 5 self-contained flats (4 x 2 bed & 1x 1 bed) from 1st to 6th floor level, with ground floor cycle/refuse storage and an external fire escape to the rear.",,,,,,,,22/12/2017,22/12/2017,531486.43,181812.31,"(51.519936, -0.106249)","POLYGON ((531489.654 181822.753,531490.198 181820.654,531492.902 181821.203,531494.799 181813.346,531494.823 181811.956,531494.65 181810.946,531494.353 181808.947,531491.204 181804.948,531483.404 181801.049,531476 181815.845,531476 181815.845,531489.654 181822.753))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR054,,101 Camley Street London NW1 0PF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.130211,51.536975,0.36,unkown ownership,Yes,permissioned,full planning permission,18/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/4385/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/abb1ebe8-d7a4-4944-834c-e10988a9ce6a.xml,,121,"Demolition of existing building and redevelopment for a mixed use building ranging from 6-13 storeys comprising 2,220sqm employment floorspace (Class B1), 121 residential flats, the provision of a pedestrian footbridge with disabled access over the Regent's Canal, and associated landscaping and other works relating to the public realm.",,,,,,,,22/12/2017,22/12/2017,529775.61,183664.37,"(51.536975, -0.130211)","POLYGON ((529726.537 183709.25,529731.565 183711.896,529778.132 183693.639,529787.392 183695.227,529806.178 183649.188,529806.442 183615.321,529791.36 183610.558,529726.537 183709.25))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR085,,1st and 2nd Floors 155 Regent's Park Road London NW1 8BB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.15319,51.5438,0.04,unkown ownership,Yes,permissioned,other,28/07/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/2926/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/c8b3e31b-048b-4dc8-8d3f-4a4ce8fe2d8c.xml,,10,Change of use of 1st and 2nd floors from office use (Class B1) to provide 10 studio flats (Class C3),,,,,,,,22/12/2017,22/12/2017,528162.83,184382.79,"(51.5438, -0.15319)","POLYGON ((528161.601 184378.351,528156.753 184378.102,528156.448 184383.2,528159.004 184383.35,528158.971 184384.08,528158.954 184384.45,528140.749 184383.5,528140.502 184388.948,528173.301 184390.698,528173.399 184389.098,528175.304 184389.198,528175.749 184380.651,528173.803 184380.551,528173.902 184379.101,528175.799 184379.201,528176.046 184374.153,528174.95 184372.953,528170.547 184372.703,528170.654 184371.254,528165.896 184369.604,528165.047 184369.304,528165.039 184369.314,528164.05 184372.203,528163.703 184378.002,528161.65 184377.852,528161.601 184378.351))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR026,,167-177 Shaftesbury Avenue London WC2H 8JB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.127499,51.514873,0.05,unkown ownership,Yes,permissioned,full planning permission,16/02/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning Applications On-Line&TYPE=PL/PlanningPK.xml&PARAM0=311936&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning Application Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,6,"Change of use at first floor level from offices (Class B1a) to six self-contained residential units (Class C3) comprising of 2 x 2 bedroom and 4 x 1 bedroom flats plus associated internal and external alterations to include a new ground level louvred, bin store door.",,,,,,,,22/12/2017,22/12/2017,530026.6,181211.36,"(51.514873, -0.127499)","POLYGON ((530026.403 181227.403,530042.2 181221.245,530025.1 181193.803,530018.199 181199.252,530017.696 181198.552,530011.702 181202.401,530026.403 181227.403))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR081,,61 - 65 Charlotte Street London W1T 4PF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.136458,51.51976,0.06,unkown ownership,Yes,permissioned,full planning permission,08/01/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/1746/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/82681259-dbdd-4f09-b6a9-3671548ff1df.xml,,6,"Erection of mansard roof extension at 4th floor level, rear extension at lower ground & ground floor levels, with creation of 6 x flats (2 x one-bedroom/studio, 2 x two bedroom, 2 x three-bedroom) on the upper floors, office accommodation at ground and lower ground floors and shopfront alterations.",,,,,,,,22/12/2017,22/12/2017,529391.17,181738.98,"(51.51976, -0.136458)","POLYGON ((529396.101 181755.802,529376.354 181742.546,529384.904 181730.15,529380.65 181727.1,529387.501 181717.203,529391.55 181720.452,529387.699 181726.051,529407.248 181739.547,529396.101 181755.802))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR062,,17 & 27 Ferdinand Street London NW1 8EU,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.149975,51.543719,0.03,unkown ownership,Yes,permissioned,other,23/10/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5651/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/1af013a1-5cd0-4e0c-8cd2-03627eaa4651.xml,,6,Change of use from office (Class B1(a)) to residential use (Class C3) to provide 6 self-contained flats.,,,,,,,,22/12/2017,22/12/2017,528386.03,184379.42,"(51.543719, -0.149975)","POLYGON ((528386.452 184397.196,528393.6 184395.247,528391.25 184384.4,528390.5 184380.051,528385.652 184361.896,528378.149 184363.996,528383.649 184386.199,528386.452 184397.196))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR078,,The Mamelon Tower 149 Grafton Road London NW5 4AY,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.149954,51.550859,0.02,unkown ownership,Yes,permissioned,full planning permission,03/05/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/1211/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/e19011be-ba4a-4d0b-9042-3b6d9bff4301.xml,,5,"Change of use of upper floors from ancillary public house accommodation (A4) to 5 (3 x 1Bed, 2 x 2Bed) self-contained flats (Class C3); erection of 2 storey side extension on South - East (Queen's Crescent) elevation at first and second floor levels and mansard roof extension with associated fenestration alterations.",,,,,,,,22/12/2017,22/12/2017,528367.35,185173.48,"(51.550859, -0.149954)","POLYGON ((528362.953 185177.403,528371.297 185181.702,528375.898 185172.704,528365.254 185164.796,528357.998 185174.804,528360.002 185175.853,528362.953 185177.403))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR014,,"57-71 Pratt Street, 10-15 Georgiana Street and Royal College Street",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.136872,51.539388,0.34,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,40,"Mixed use development of the site to provide a new electricity sub station (if required), employment and/or community floor space and new permanent (class C3) residential accommodation. Development will be expected to:• Optimise the potential of the site to provide new housing (including affordable housing) while minimising potential conflicts between residential and other uses• Contain active street frontages and improve the relationship between the site and surrounding area.• Contribute towards the upgrade of existing public open spaces in the area and subject to the scale of residential development proposed provide a new green space and children’s play space.• Be of a scale form and appearance which respects the character and setting of the listed buildings in Georgiana Street and listed All Saints Greek Orthodox church in Pratt Street• Enhance the routes between Kings Cross and Camden Town and through to the canal• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible","Mixed use development of the site to provide a new electricity sub station (if required), employment and/or community floor space and new permanent (class C3) residential accommodation.",,,,,,,22/12/2017,22/12/2017,529306.84,183920.86,"(51.539388, -0.136872)","POLYGON ((529339.139 183887.435,529329.443 183902.181,529325.938 183899.931,529327.142 183898.132,529322.64 183895.082,529316.39 183890.883,529314.791 183893.233,529313.191 183892.083,529314.395 183890.184,529310.239 183887.384,529308.087 183885.935,529304.74 183883.685,529304.591 183883.585,529302.044 183881.836,529303.643 183879.336,529308.739 183871.978,529307.444 183871.229,529304.138 183876.987,529301.038 183882.486,529298.993 183885.835,529295.143 183892.633,529291.045 183899.681,529291.391 183899.881,529288.637 183904.68,529287.689 183906.479,529288.34 183907.029,529281.242 183917.686,529276.138 183925.234,529274.241 183923.885,529269.344 183932.882,529268.791 183933.882,529265.493 183940.13,529276.592 183946.189,529289.339 183953.037,529291.144 183953.987,529293.14 183955.087,529295.094 183956.136,529301.541 183959.736,529314.544 183952.787,529315.459 183951.028,529315.599 183950.768,529315.74 183950.488,529317.339 183947.439,529317.438 183947.189,529321.14 183940.281,529325.139 183932.733,529325.493 183932.083,529327.142 183928.984,529327.39 183928.534,529331.496 183920.936,529333.442 183922.036,529334.093 183922.385,529335.396 183923.185,529336.344 183921.586,529336.393 183921.386,529336.789 183920.636,529338.339 183917.687,529342.14 183910.579,529343.393 183911.338,529349.231 183900.431,529349.396 183894.513,529339.139 183887.435))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR038,,Allgood Plc 297 Euston Road London NW1 3AQ,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.138699,51.524497,0.03,unkown ownership,Yes,permissioned,full planning permission,10/06/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/8136/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/6ec2bb00-be5e-49b7-9812-2678a04ee9bf.xml,,7,"Change of use of 2nd to 5th floors from offices (Use Class B1) to 7 x residential units (Use Class C3) with extension at roof level, alterations to front and rear fenestration and formation of a lightwell to the Warren Street elevation.",,,,,,,,22/12/2017,22/12/2017,529222.29,182261.74,"(51.524497, -0.138699)","POLYGON ((529229.303 182252.6,529223.647 182250.501,529220.803 182249.501,529212.599 182269.845,529213.596 182270.205,529216.598 182271.305,529223.746 182274.054,529231.95 182253.55,529229.303 182252.6))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR011,,"Land bound by Wren Street, Pakenham Street, Cubit Street, Langton Close",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.115075,51.526233,0.49,owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,58,"New secondary school or mixed use including self-contained residential(C3) and employment uses alongside a range of other complementary uses. Development will be expected to:• Either provide a new secondary school to meet 21st Century educational requirements and support other community uses and access, subject to the identification of need for additional school places and feasibility studyor• Provide replacement light industrial / employment floor space as part of a mixed-use scheme, including :• A significant contribution to the supply of housing including affordable housing• Flexible work space suitable for a range of businesses including start-up units• Incorporate new open space and east-west permeability• Both options, where feasible, should provide infrastructure for supporting local energy generation on site and/or connecting to existing or future local energy networks.• Improve the pedestrian and cycling environment on adjacent streets for future occupiers of the site",New secondary school or mixed use including self-contained residential(C3) and employment uses alongside a range of other complementary uses.,,,,,,,22/12/2017,22/12/2017,530856.05,182496.73,"(51.526233, -0.115075)","POLYGON ((530864.147 182528.613,530868.077 182518.503,530869.677 182519.123,530879.817 182492.952,530886.057 182477.722,530893.027 182462.421,530899.068 182446.249,530863.726 182429.82,530857.906 182446.421,530852.316 182462.351,530845.036 182483.142,530842.146 182490.582,530838.006 182489.052,530834.356 182498.742,530832.226 182497.942,530831.396 182500.142,530830.496 182502.532,530829.716 182504.592,530828.966 182506.602,530828.016 182509.122,530827.276 182511.072,530826.717 182512.552,530826.217 182513.892,530825.657 182515.373,530824.947 182517.263,530824.367 182518.813,530823.757 182520.443,530823.067 182522.253,530822.327 182524.223,530821.727 182525.803,530819.657 182531.313,530815.117 182543.383,530813.277 182548.263,530822.337 182563.144,530826.672 182560.509,530835.497 182555.134,530839.447 182552.734,530850.727 182545.863,530856.987 182542.053,530859.557 182540.483,530864.147 182528.613))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR091,,Old Postman’s Office 30 Leighton Road London NW5 2QE,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.138487,51.550511,0.13,unkown ownership,Yes,permissioned,full planning permission,16/06/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/4778/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/3e826bd3-58de-4fd0-86ec-a1bb728149f2.xml,,7,"Refurbishment with alterations of the Postman's Office to provide offices (Class B1a) and a communal access corridor, and redevelopment of the rear of the site to provide three 2-3 storey blocks for 2 live/work units (Sui Generis) and 7 residential units (Class C3), with associated landscaping, cycle and refuse stores.",,,,,,,,22/12/2017,22/12/2017,529163.36,185154.91,"(51.550511, -0.138487)","POLYGON ((529174.713 185145.002,529174.548 185140.103,529174.383 185129.696,529163.038 185131.636,529162.774 185131.676,529160.597 185132.046,529160.251 185126.047,529153.251 185131.746,529146.853 185136.804,529147.85 185159.148,529147.9 185159.748,529148.098 185164.846,529155.246 185164.297,529156.252 185164.197,529162.147 185163.847,529162.947 185179.452,529163.153 185182.351,529163.4 185185.95,529163.549 185188.6,529165.503 185188.55,529168.801 185188.5,529170.252 185188.5,529175.999 185188.45,529175.991 185188.3,529175.9 185185.7,529175.9 185185.251,529175.141 185158.418,529175.001 185153.65,529174.952 185152.1,529174.713 185145.002))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR055,,19-21 Great Queen Street London WC2B 5BE,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.121089,51.515765,0.04,unkown ownership,Yes,permissioned,full planning permission,12/12/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/4958/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/4049b736-2154-4061-ac42-07cb8bdf1d3f.xml,,5,Partial demolition and re-build involving the erection of a single storey roof extension; and a three-storey rear extension for mixed use development comprising the retention of retail on the basement and ground floors and the change of use of the upper floors (1st to 5th) from offices (Class B1(a) to 4 x 3 bed residential units (Class C3),,,,,,,,22/12/2017,22/12/2017,530468.76,181321.94,"(51.515765, -0.121089)","POLYGON ((530473.302 181310.35,530463.803 181318.597,530461.049 181315.498,530455.649 181321.147,530456.102 181321.646,530457.652 181323.396,530463.399 181329.954,530462.896 181330.454,530466.648 181334.903,530470.647 181330.404,530470.251 181329.954,530474.151 181326.545,530479.799 181321.946,530480.903 181321.097,530481.654 181320.397,530481.299 181320.047,530476.896 181314.449,530473.549 181310.15,530473.302 181310.35))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR042,,187 Kentish Town Road London NW1 8PD,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.142134,51.546334,0.06,unkown ownership,Yes,permissioned,full planning permission,27/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/8302/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/84560a6d-78b3-4599-ab7b-9f61e8788b94.xml,,9,"Redevelopment of existing building (Class A3), retaining the existing façade, to provide a 4 storey building (1 storey roof addition) with flexible retail/financial and professional services/restaurant ( Class A1/A2/A3) use at ground floor and 9 (2x1, 6x2 & 1x3 bed) residential units (Class C3) at 1st to 3rd floor level, together with various associated alterations including landscaping, external terraces, alterations to external elevations and rooftop plant.",,,,,,,,22/12/2017,22/12/2017,528922.3,184683.97,"(51.546334, -0.142134)","POLYGON ((528914.115 184696.475,528929.246 184695.648,528934.141 184690.621,528933.877 184675.142,528914.843 184670.81,528910.94 184672.926,528912.726 184695.35,528914.115 184696.475))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR027,,112-116 New Oxford Street London WC1A 1HH,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.129328,51.51669,0.02,unkown ownership,Yes,permissioned,full planning permission,02/04/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/0121/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/de725b0b-44bf-46c1-82cf-3706670901ad.xml,,6,"Erection of roof extension, alterations to windows on rear facade and change of use of second to sixth floors from offices (Class B1) to provide 6 self-contained flats (1 x 1 bedroom, 3 x 2 bedroom and 2 x 3 bedroom) (Class C3).",,,,,,,,22/12/2017,22/12/2017,529894.54,181410.16,"(51.51669, -0.129328)","POLYGON ((529903.7 181407.352,529887.548 181403.153,529886.451 181403.503,529884.802 181410.151,529897.549 181417.549,529898.654 181418.199,529899.998 181418.899,529900.303 181419.099,529900.328 181418.999,529903.7 181407.352))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR009,,"Land at Goldsmith's House and adjoining land, Cumberland Market Estate, Park Village East/ Augustus St",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.119397,51.523431,0.01,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,60,"Provision of permanent (Class C3) residential development, including affordable housing, if it can be demonstrated that it is no longer appropriate to provide a hostel on the site; reprovision and expansion of existing community hall and publicly accessible open space. Development will be expected to:• Optimise the potential of the site for residential development• Improve or replace the existing hostel or, if the loss of the existing hostel accommodation can be justified, provide either an equivalent amount of accommodation for other vulnerable groups with a recognised social need or permanent (Class C3) residential development (including affordable housing),.• Improve or reprovide community facilities• Provide enhanced open space on-site or support creation or enhancement elsewhere within the local area to serve the development and existing residents and enhance biodiversity.• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible","Provision of permanent (Class C3) residential development, including affordable housing, if it can be demonstrated that it is no longer appropriate to provide a hostel on the site; reprovision and expansion of existing community hall and publicly accessible open space.",,,,,,,22/12/2017,22/12/2017,530564.25,182177.49,"(51.523431, -0.119397)","POLYGON ((530558.102 182178.001,530559.504 182174.002,530561.301 182173.253,530569.002 182175.902,530569.95 182178.051,530568.548 182181.9,530566.85 182181.6,530559.446 182178.851,530559.611 182178.401,530558.102 182178.001))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR065,,174 - 178 Kentish Town Road London NW5 2AG,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.141191,51.5471,0.06,unkown ownership,Yes,permissioned,other,24/11/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/6171/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/6bfbbe29-15cd-40f9-aba4-e87c5e80ffb2.xml,,13,Change of use of 1st and 2nd floors levels from office (Class B1a ) to 13 x residential units (Class C3).,,,,,,,,22/12/2017,22/12/2017,528985.55,184770.87,"(51.5471, -0.141191)","POLYGON ((528972.204 184786.039,528998.134 184784.584,528990.857 184739.604,528986.094 184739.736,528986.491 184743.705,528985.036 184743.705,528989.931 184770.826,528968.235 184772.148,528970.087 184784.187,528972.204 184786.039))"
