OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,Siteplan,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,HELAA Reference
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR043,N/A,"Surrey Police Headquarters, Reigate Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3875/rbbcblr043,OSGB36,526643,150197,0.57,Owned by a public authority,No,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,25,N/A,N/A,25,N/A,N/A,Availability of the site for housing development will be dependent upon an alternative location for a police station being found. The landowner has indicated that this will be likely in the next 5-10 years.,31/12/2017,N/A,RC06
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR044,N/A,"Former Priory Stables, Park Lane, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3864/rbbcblr044,OSGB36,524969,150089,0.09,Owned by a public authority,No,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,N/A,N/A,5,N/A,N/A,N/A,31/12/2017,N/A,RC15
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR045,N/A,"Town Hall, Castlefield Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3869/rbbcblr045,OSGB36,525393.61,150426.18,0.25,Owned by a public authority,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,23,N/A,The site would be most suited to delivering a mixed-use scheme including offices and residential.,23,N/A,n/a,"The site has been identified in the Regulation 19 Development Management Plan for housing or office development (REI2). The site is within the Reigate Town Centre Conservation Area. 
The site is adjacent to the Grade II Listed Town Hall, Scheduled Monument, Regionally Important Geological Site and Urban Open Space designation. 
",31/12/2017,N/A,RC22
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR046,N/A,"Reigate Library, Bancroft Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3866/rbbcblr046,OSGB36,525537,150157,0.22,Owned by a public authority,No,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/pagedSearchResults.do?action=page&searchCriteria.page=1,25,N/A,"The site would be most suited to delivering mixed-use library, community uses, retail, commercial and residential development.    ",25,N/A,N/A,"Borough Local Plan (2005) policy Cf1 resists the loss of community uses unless there is no longer a need for them, or adequate alternative provision is to be made elsewhere in the locality; and no other community facilities or service can make use of the premises or site. 
Development of the site would be dependent upon the reprovision of the community facilities or relocation to alternative suitable premises.   The site has been identified in the Regulation 19 Development Management Plan, as part of a wider site, as a potential town centre opportunity site for library, community uses, retail, commercial and residential development (REI1).
The site is partially affected by Flood Zones 2 and 3.  
",31/12/2017,N/A,RC23
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR047,N/A,"Millennium House, 99 Bell Street, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3870/rbbcblr047,OSGB36,525500,149903,0.1,Not owned by a public authority.,Yes,Permissioned,Prior Approval,19/07/2016,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,19,Change of use from office (B1(A)) to residential (C3).,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,RC26
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR048,N/A,"Park House, 77-83 Bell Street, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3867/rbbcblr048,OSGB36,525482,149971,0.06,Not owned by a public authority,Yes,Permissioned,Prior Approval,21/06/2016,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,13,Prior approval under Class J for a change of use from offices (Use Class B1(A)) to dwelling houses (Use Class C3).,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,RC27
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR049,N/A,"Castlefield House, 3-5 Castlefield Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3865/rbbcblr049,OSGB36,525461,150469,0.4,Not owned by a public authority,Yes,Permissioned,Prior Approval,24/07/2017,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,41,Proposed change of use from Class B1(A) to Class C3 residential use.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,RC74
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR050,N/A,"Acacia House, Reigate Hill, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3880/rbbcblr050,OSGB36,525458,151105,0.29,Not owned by a public authority,Yes,Permissioned,Outline,06/08/2014,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,22,Proposed change of use from Class B1(A) to Class C3 residential use.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,RH12
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR051,N/A,"New Pond Farm, Woodhatch Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3882/rbbcblr051,OSGB36,526779,148231,1.22,Owned by a public authority,No,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,30,N/A,N/A,30,N/A,N/A,N/A,31/12/2017,N/A,SPW03
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR052,N/A,"Hartswood Nursery, Dovers Green Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3871/rbbcblr052,OSGB36,525530,147857,0.04,Not owned by a public authority,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,N/A,N/A,5,N/A,N/A,"The site, as part of a wider site, has been identified in the Regulation 19 Development Management Plan as a Sustainable Urban Extension (SSW2). 
Upon adoption, its delivery will be subject to phasing policy (MLS1).

",31/12/2017,N/A,SPW08
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR053,N/A,"Former Garage Block, Atherfield Road, Reigate",http://www.reigate-banstead.gov.uk/downloads/file/3878/rbbcblr053,OSGB36,526162,148653,0.03,Not owned by a public authority,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,N/A,N/A,5,N/A,N/A,N/A,31/12/2017,N/A,SPW11
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR054,N/A,"High Street Car Park, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3879/rbbcblr054,OSGB36,528643,143075,0.43,Owned by a public authority.,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,30,N/A,The site would be most suitable for delivering mixed-use retail/ leisure and residential development.,30,N/A,N/A,"The site has been allocated for development in the 2005 Borough Local Plan. 
The site has been identified in the Regulation 19 Development Management Plan for mixed-use retail/ leisure and residential development. 
Release of the site would be dependent upon public car parking needs within the town centre.
",31/12/2017,N/A,HC02
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR055,N/A,"Central Car Park, Consort Way East, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3872/rbbcblr055,OSGB36,528595,142997,0.42,Owned by a public authority.,No,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,30,N/A,N/A,30,N/A,N/A,"Policy Hr28 of the Borough Local Plan (2005) retains the car park for parking uses. 
Release of the site would be dependent upon public car parking needs within the town centre. 
",31/12/2017,N/A,HC03
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR056,N/A,"Horley Library, Kings Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3877/rbbcblr056,OSGB36,528345,143135,0.35,Owned by a public authority.,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,35,N/A,"The site would be most suited to delivering mixed-use community, car parking and residential development. ",35,N/A,N/A,"Borough Local Plan (2005) policy Cf1 resists the loss of community buildings or uses unless there is no longer a need for them, or adequate alternative provision is to be made elsewhere in the locality and no other community facility or service can make use of the premises or site. 
Surrey County Council has recently agreed to relocate the library to the former Newman House site. 
The site has been identified in the Regulation 19 Development Management Plan for mixed-use community, car parking and residential development (HOR5).
Land to the rear of the library is partially at risk of surface water flooding.  ",31/12/2017,N/A,HC10
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR057,N/A,"Horley Police Station, Massetts Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3874/rbbcblr057,OSGB36,528438,142921,0.15,Owned by a public authority.,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,20,N/A,N/A,20,N/A,N/A,"Borough Local Plan (2005) policy Cf1 resists the loss of community buildings or uses unless there is no longer a need for them, or adequate alternative provision is to be made elsewhere in the locality and no other community facility or service can make use of the premises or site. 
The site is owned by the Police Crime Commissioner for Surrey. The landowner has indicated that the site is no longer required for operational purposes. The site has been identified in the Regulation 19 Development Management Plan for housing development.  
 ",31/12/2017,N/A,HC16
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR058,N/A,"T Northeast Ltd. 4 Station Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3855/rbbcblr058,OSGB36,528717,143204,0.04,Not owned by a public authority,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,N/A,The site would be most suited for mixed-use redevelopment including retail and residential.,6,N/A,N/A,"The site lies within an Area for Small Business. 
Borough Local Plan (2005) policy Em6 requires proposals to complement the character of the area. The surrounding area is comprised of retail ground floor uses and residential on upper floors. 
",31/12/2017,N/A,HC27
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR059,N/A,"R/O 43-49 High Street, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3853/rbbcblr059,OSGB36,528605,143141,0.5,Not owned by a public authority,Yes,Permissioned,Full planning,24/01/2017,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,Erection of first and second floor additions to the rear of the existing building to provide six flats.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,HC30
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR060,N/A,"Woodside Works, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3860/rbbcblr060,OSGB36,529666,142036,0.66,Not owned by a public authority,Yes,Not permissioned,N/A,N/A,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,13,N/A,N/A,13,N/A,N/A,"The site, as part of a wider site, has been identified in the Regulation 19 Development Management Plan as a Sustainable Urban Extension (SEH4). 
Upon adoption, its delivery will be subject to phasing policy (MLS1). 

",31/12/2017,N/A,HE16
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR061,N/A,"Sangers House, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3858/rbbcblr061,OSGB36,528373,144059,0.16,Not owned by a public authority,Yes,Permissioned,Full planning,01/06/2016,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,8,Conversion of existing buildings to provide 8 flats.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,HW11
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR062,N/A,"The Gables, 17 Massetts Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3858/rbbcblr061,OSGB36,528472,144369,0.15,Not owned by a public authority,Yes,Permissioned,Prior Approval,12/06/2017,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,25,The development is the change of use of offices to 25 self-contained flats.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,HW13
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR063,N/A,"Don Ruffles, 138 Victoria Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3863/rbbcblr063,OSGB36,528093,143201,0.04,Not owned by a public authority,Yes,Permissioned,Full planning,05/08/2016,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,To extend existing building with two storey and single storey extension and to convert existing shop/ office building including extension into 5 flats.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,HW16
http://opendatacommunities.org/doc/district-council/reigate-banstead,Reigate & Banstead Borough Council,RBBCBLR064,N/A,"1 Yattendon Road, Horley",http://www.reigate-banstead.gov.uk/downloads/file/3862/rbbcblr064,OSGB36,528637.97,143172.4,0.02,Not owned by a public authority,Yes,Permissioned,Full planning,14/09/2017,http://planning.reigate-banstead.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,Conversion of existing building to form 5 residential self-contained units.,N/A,N/A,N/A,N/A,N/A,31/12/2017,N/A,HW20
