OrganisationURI,OrganisationLabel,SiteReference (also SHLAA Reference),PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,Ward Name,Ownership Information,Deliverable,PlanningStatus,PermissionType,PermissionHistory,MinNetDwellings,DevelopmentDescription,FirstAddedDate,GF / PDL,Are there known ownership or tenancy issues?
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2191,,"Capesthorne Road Council Depot, Capesthorne Road, Orford, WA2 0JE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,030.3","390,655.8",0.12,Poplars & Hulme,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,6,Not applicable,2017,n/a,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2193,,"Houghton Hall, Greenwood Crescent, Orford, WA2 0DT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,005.9","390,993.1",0.49,Poplars & Hulme,Not owned by a Public Authority,Yes,Not Permissioned,Expired,2013/22678,21,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2198,,"Harrison Square, Longshaw Street, Bewsey, WA5 0HQ ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"359,786.5","390,477.3",0.36,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26262,24,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2261,,"Rear of former Hewden Tool Hire, Laburnum Lane, Gt Sankey, WA5 3LE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"355,589.8","388,616.4",0.42,Great Sankey North,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,11,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2274,,"Latchford Car and Van Sales, 741 Knutsford Road, Latchford, WA4 1JY",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,746.2","387,161.4",0.04,Latchford East,Not owned by a Public Authority,Yes,Permissioned,n/a,2015/25554,5,See most recent planning history at warrington.gov.uk,2017,Application for Outline Planning Permission with all matters reserved for proposed retail space of approximately 140 sq m at ground level and a maximum of 5 apartments at first floor level ,The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and within Latchford defined neighbourhood centre. 
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2460,,"Boulting Electrical Systems, Chapel Road, Penketh, WA5 2PR",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"356,131.5","387,243.2",0.48,Penketh & Cuerdley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,8,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2463,,"Midland Way / Priestley Street Garage, Warrington, WA1 1UE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,007.1","388,560.9",0.39,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,25,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2464,,"Crosfield Street ALDI, Crosfield Street, Warrington, WA1 1UD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"359,998.4","388,205.3",0.65,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,46,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2465,,"Crosfield Street Petrol Filling Station, Crosfield Street, Warrington, WA1 1UD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,012.7","388,325.3",0.15,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,19,Not applicable,2017,n/a,Site is within Inner Warrington as defined by Policy CS9 of the LPCS and within the defined Town Centre boundary.  Whilst not located within the Town Hall Conservation Area the site lies immediately adjacent to it.
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2466,,"Warrington Central Trading Estate, off Bewsey Road, Warrington, WA2 7LP",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,257.9","388,780.2",4.57,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,137,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2468,,"Warrington Car Wash and Car Sales, Winwick Street/Buckley Street, Warrington, WA2 7PA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,564.4","388,769.4",0.19,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,12,Not applicable,2017,n/a,"The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9).  Part of the site constitutes a Scheduled Ancient Monument, owing to it being the site of a former pin manufacturers - physical remnants of which have long gone."
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2469,,"Portland Trade Park, Tanners Lane/Erwood Street, Warrington, WA2 7NS",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,476.1","388,727.8",0.58,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,35,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2471,,"Pinners Brow Retail Park, Pinners Brow, Warrington, WA2 7XA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,726.4","388,790.4",1.98,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,74,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2472,,"Former Cabinet Works and Vicinity, Cairo Street / Barbauld Street, Warrington, WA1 1EH",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,559.0","388,094.9",0.28,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,15,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2473,,"Former TJ Hughes Building, Sankey Street, Warrington, WA1 1XG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,495.9","388,128.5",0.22,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,15,Not applicable,2017,n/a,"The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and within the defined Town Centre Boundary. It is also within the Bridge Street conservation area, within an area of archaeological potential,  and is adjacent to statutory and locally listed historic buildings. "
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2474,,"Site of former Andrew Harris furniture, Dial Street, Warrington, WA1 2PA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,053.4","388,352.3",0.42,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,39,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2475,,"Corner of Church Street / Victoria Street, Warrington, WA1 2TF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,130.1","388,297.1",0.13,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,15,Not applicable,2017,n/a,The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and within the defined Town Centre Boundary.  Part of the site is also within the Church Street Conservation Area and within an area of archaeological potential.
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2476,,"Orchard Street Works, Orchard Street, WA1 2TE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,223.4","388,359.0",0.17,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,24,Not applicable,2017,n/a,The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and part of the site is within the Church Street conservation area and within an area of archaeological potential.
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2477,,"Land at Crossley Street, Warrington, WA1 2PD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,128.2","388,497.2",0.25,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,33,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2478,,"General Street Metal Works, General Street, Warrington, WA1 2TE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,219.5","388,433.4",0.34,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,14,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2480,,"Former K&N Works, Lythgoes Lane, Warrington, WA2 7XE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,865.5","388,700.9",0.32,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,38,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2481,,"Land enclosed by Hopwood Street, School Brow and Crossley Street, Warrington, WA1 2TA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,201.6","388,507.5",0.93,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,42,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2487,,"2 Field Lane, Appleton, WA4 5JR",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,264.9","384,823.4",0.18,Appleton,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2012/20594,7,See most recent planning history at warrington.gov.uk,2017,Proposed demolition of existing dwelling and construction of a two storey block of 8 no. apartments with associated works.,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2534,,"Luqmans Indian Cuisine, Phipps Lane, Burtonwood, WA5 4HQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"356,340.0","392,959.5",0.27,Burtonwood & Winwick,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2013/21461,1,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2543,,"Former Council / Scout building at Junction of Troutbeck Avenue & Longshaw Street, Warrington, WA5 0BA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"359,944.6","389,628.6",0.4,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2013/22561,2,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2580,,"Rhinewood Hotel, Glazebrook Lane,  Glazebrook, WA3 5BB",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"369,705.8","392,512.0",0.92,Rixton & Woolston,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2014/24573,9,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2582,,"Disused Railway Line (Parcel 1), Station Rd, Latchford, WA4 2GU",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,729.1","387,064.4",0.71,Latchford East,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,49,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2583,,"Disused Railway Line (Parcel 2), Station Rd, Latchford, WA4 2GU",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,393.0","386,999.5",2.09,Latchford East,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,144,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2584,,"Disused Railway Line (Parcel 3), Land to west of Wash Lane, Latchford, WA4 1JD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,965.1","387,038.3",1.27,Latchford East,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,87,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2603,,"Land at Thelwall Lane West, Westy, Warrington, WA4 1PD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"363,817.9","387,403.1",2.36,Latchford East,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,60,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2633,,"Former Orford Farm, School Road, Orford, WA2 9BW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,510.8","390,440.8",0.53,Orford,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2014/24291,33,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2658,,"Hawthorne Business Park, Hawthorne Street, Warrington, WA5 0BT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,077.6","389,618.0",1.03,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Pending,n/a,2016/29157,46,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2662,,"89 - 91 Bewsey Street, Warrington, WA2 7JQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,370.8","388,633.7",,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Prior Approval,2014/24308,2,See most recent planning history at warrington.gov.uk,2017,PDL,n/a
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2664,,"1st 2nd 3rd Floors Kings Court, Horsemarket Street & Scotland Road, WA1 2AF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,680.7","388,339.2",0.22,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Prior Approval,2013/22769 and 2017/29933,30,See most recent planning history at warrington.gov.uk,2017,56 Day Prior Approval  (Class J (B1(a) Offices to C3 dwellinghouses),No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2672,,"Land south of Wilson Patten Street (inc former Mr Smiths), Warrington, WA1 1HN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,506.3","387,801.0",3.4,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,300,Not applicable,2017,PDL,"Yes, multiple landholdings"
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2673,,"New Town House, Buttermarket Street, Warrington, WA1 2NH",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,806.6","388,302.0",0.82,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,110,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2678,,"20 Dallam Lane, Warrington, WA2 7NG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,475.7","388,570.0",0.27,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,9,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2679,,"25-29 Winwick Street, Warrington, WA2 7TT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,655.7","388,575.9",0.09,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,9,Not applicable,2017,n/a,"The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9), Warrington Town Centre (CS7), in an area of archaeological potential, is within Winwick Street Conservation Area (QE8) and is a locally listed building."
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2680,,"37-41 Winwick Street, Warrington, WA2 7TT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,650.8","388,607.3",0.07,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,7,Not applicable,2017,n/a,"The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9), Warrington Town Centre (CS7), in an area of archaeological potential and within Winwick Street Conservation Area (QE8)."
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2681,,"Land bounded by Haydock Street, Ashton Street and John Street, Warrington, WA2 7UW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,695.7","388,695.8",0.38,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,38,Not applicable,2017,PDL,"Yes, multiple landholdings / leaseholdings"
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2682,,"Land bounded by Winwick Road, Orford Lane and Bluecoat Street, Warrington, WA2 7AZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,692.5","388,963.1",1.61,Orford,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,80,Not applicable,2017,PDL,"Yes, multiple landholdings / leaseholdings"
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2684,,"The Harrison Centre, Boulting Avenue, Dallam, WA5 0HG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"359,665.0","390,552.4",1.14,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28746,21,See most recent planning history at warrington.gov.uk,2017,PDL ,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2685,,"Orford Embankment 1, North of Fitzherbert Street, Orford, WA2 7PN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,944.2","389,496.6",0.93,Orford,Owned by a Public Authority,No,Not Permissioned,n/a,n/a,17,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2686,,"Orford Embankment 2,  North of Fitzherbert Street, Orford, WA2 7QG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,206.9","389,558.3",0.63,Orford,Owned by a Public Authority,No,Not Permissioned,n/a,n/a,11,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2687,,"Orford Embankment 3, North of Fitzherbert Street, Orford, WA2 7RL",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,401.0","389,606.2",0.59,Orford,Owned by a Public Authority,No,Not Permissioned,n/a,n/a,11,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2690,,"James Phoenix House, Hilden Road, Orford, WA2 0JP",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,200.6","390,211.7",0.52,Poplars & Hulme,Owned by a Public Authority,No,Not Permissioned,n/a,n/a,14,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2691,,"Holcroft Grange, Jackson Avenue, Culcheth, WA3 4DZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"365,375.2","395,139.0",0.47,"Culcheth, Glazebury & Croft",Owned by a Public Authority,No,Not Permissioned,n/a,n/a,15,Not applicable,2017,PDL,Yes
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2692,,"Former Fox Wood School, Chatfield Drive, Birchwood, WA3 6QW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"365,135.1","391,398.8",1.32,Birchwood,Owned by a Public Authority,No,Not Permissioned,n/a,n/a,23,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2697,,"Land adjacent St Heath Fire Station, Ackers Road, Stockton Heath, WA4 2 JB",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"362,484.6","386,672.1",0.18,Grappenhall,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,5,Not applicable,2017,n/a,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2704,,"Land at Boarded Barn Farm, Birchbrook Road, Lymm, WA13 9RZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"369,945.4","388,460.9",1.02,Lymm North & Thelwall,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,6,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2711,,"Land North of Farmers Arms, Rushgreen Road, Lymm, WA13 9RD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"369,751.7","388,101.1",0.31,Lymm North & Thelwall,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26780,10,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2712,,"93 Wellington Street, Warrington, WA1 2DA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,283.6","388,078.2",0.09,Fairfield & Howley,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2016/27998,9,See most recent planning history at warrington.gov.uk,2017,"Proposed Construction of 9 Apartments and manager's accommodation, with all matters for approval, except landscaping",The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9).
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2719,,"The Royal British Legion, 99 Greystone Road, Penketh, Warrington, WA5 2ER",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"356,589.2","387,998.9",0.85,Penketh & Cuerdley,Not owned by a Public Authority,Yes,Not Permissioned,n/a,n/a,26,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2720,,"Radley Cottage, Radley Lane, Houghton Green, Warrington, WA2 0SZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,873.0","391,458.7",1.87,Poplars & Hulme,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,50,Not applicable,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2822,,"Top Farm, Higher Lane, Lymm, Warrington, WA13 0RW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"370,435.6","385,938.3",0.3,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/25207,2,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2879,,"Units 1 & 2, Barsbank Lane, Lymm, Warrington, WA13 0ER",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"367,293.9","387,229.9",0.3,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2015/26712,7,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2905,,"20 Beatrice Street, Beatrice Street, WA4 1DR",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"361,755.6","387,443.9",0.41,Latchford West,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2016/27350,18,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2906,,"Warrington Baptist Church, 107 Sankey Street, WA1 1NN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,133.4","388,115.8",0.12,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Not Permissioned,n/a,n/a,16,Not applicable,2017,n/a,The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and forms part of the Town Centre Strategic Location (Policy CS7).  It is also located within the Town Hall Conservation Area (Policy QE8) and the Parker Street AQMA (Policy QE6).
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2907,,"Former station goods yard, Off Green Lane, Padgate, WA1 4HU",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"363,153.8","389,998.5",0.82,Poulton North,Not owned by a Public Authority,Yes,Not Permissioned,n/a,2016/29398,31,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,2908,,"Former Bayleaf PH, Harpers Road, Fearnhead, WA2 0PB",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"363,373.7","390,327.4",1.01,Poulton North,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/27896,93,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,3006,,"The Old Stables, Marsh Lane, Cuerdley, WA5 2UN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"355,319.5","386,590.9",0.25,Penketh & Cuerdley,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/27379,2,See most recent planning history at warrington.gov.uk,2017,,
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,3034,,"Old Barn at Agden Lane Farm, Agden Lane, Lymm, WA13 0UQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"371,384.1","386,458.7",0.5,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28830,2,See most recent planning history at warrington.gov.uk,2017,,
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,3048,,"Vacant Site at Ramswood Nurseries, Mill Lane, Walton, WA4 6TL",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"359,540.7","385,387.3",0.3,Appleton,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28929,1,See most recent planning history at warrington.gov.uk,2017,PDL,No
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,E06000007,3150,,"Land at Stanley Street, Stanley Street, Warrington, WA1 1EZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,"360,548.7","387,887.1",0.06,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,n/a,n/a,18,Not applicable,2017,n/a,"The site lies within the LPCS priority regeneration area of Inner Warrington (Policy CS9) and forms part of the Town Centre Strategic Location (Policy CS7).  It is also located directly adjacent to Palmyra Square Conservation Area; in close proximity to locally listed buildings and in an area identified as being of archaeological potential (Policy QE8).  In addition, the there are TPO'd trees in close proximity to the western boundary of the site."
,,,,,,,,,230.54,,,,,,,,,,,
