OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddresss,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part 2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,16/03096/OUT,,"""Land at Fishmore Road, Ludlow""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3897592.243,-185032.1669,2.14,Not owned by a public authority,,Not permissioned,,,,,74,"""Outline Planning Application pending consideration for 74 dwellings.""",,,,,,,"""Outline Planning Permission previously granted on the 2011-12-21 (10/02056/OUT) for 94 dwellings. The application subsequently lapsed.|Outline Planning Application pending consideration (16/03096/OUT) for 74 dwellings.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,16/03659/FUL,,"""Holland Broadbridge Agriculture House, 5 Barker Street, Shrewsbury, SY1 1QJ""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3868120.476,-186292.2092,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,27/02/2017,,,10,"""Change of Use of the first and second floors from office use to residential use to form 10 apartments, to include an extension of the third floor.""",,,,,,,,22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,16/04426/FUL,,"""The Smithfield Hotel, 1 Salop Road, Oswestry, SY11 2NR""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3853754.682,-205560.3518,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permission,14/03/2017,,,7,"""Conversion of hotel into seven residential apartments.""",,,,,,,,22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,16/04846/FUL,,"""Land At Former Garage Site, Manor Place, Higher Heath, Whitchurch, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3850255.894,-178358.6515,0.14,Not owned by a public authority,Yes,Permissioned,Full planning permission,08/02/2017,,,5,"""Erection of five dwellings and associated access"".",,,,,,,,22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,ALB003,,"""Caravan Storage, Station Road, Albrighton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3875723.419,-153641.0911,0.22,Not owned by a public authority,,Not permissioned,,,,,10,"""Redevelopment of the site for around 10 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,BRID001/BRID020b,,"""Land North of Wenlock Road, Tasley, Bridgnorth""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3884028.189,-165856.7717,3.35,Not owned by a public authority,Yes,Not permissioned,,,,,60,"""The site is allocated within the SAMDev Plan. | Part of the site is brownfield (Approx 30%) and part is greenfield (Approx 70%). | The brownfield element of the site is approximately 3.35ha, whilst the total site size is some 11.8ha. | It is anticipated that the brownfield component of the site has a capacity for some 60 dwellings, whilst the total site capacity is some 200 dwellings.""",,,,,,,"""The site is allocated within the SAMDev Plan. Part of the site is brownfield (Approx 30%) and part is greenfield (Approx 70%). The brownfield element of the site is approximately 3.35ha, whilst the total site size is some 11.8ha. It is anticipated that the brownfield component of the site has a capacity for some 60 dwellings, whilst the total site capacity is some 200 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,BUCK001,,"""Timber/Station Yard, Bucknell""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3898397.621,-200517.348,1.72,Not owned by a public authority,Yes,Not permissioned,,,,,50,"""The site is allocated within the SAMDev Plan. | Part of the site is brownfield (Approx 65%) and part is greenfield (Approx 35%). | The brownfield element of the site is approximately 1.72ha, whilst the total site size is some 2.64ha. | It is anticipated that the brownfield component of the site has a capacity for some 50 dwellings, whilst the total site capacity is some 70 dwellings.""",,,,,,,"""The site is allocated within the SAMDev Plan. Part of the site is brownfield (Approx 65%) and part is greenfield (Approx 35%). The brownfield element of the site is approximately 1.72ha, whilst the total site size is some 3.63ha. It is anticipated that the brownfield component of the site has a capacity for some 50 dwellings, whilst the total site capacity is some 70 dwellings. | A Planning Application (13/03241/FUL) is currently pending consideration on this site. The application primarily consists of brownfield land and covers all of the brownfield land within the site allocation. | Development of the site is linked to the delivery of employment on the adjacent allocated employment site. | The site is at least in part linked to planned improvements to the Clun Catchment sewerage treatment works programmed for 2018. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,CRA001,,"""Abbatoir Site, Corvedale Road, Craven Arms""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3891477.244,-192547.7958,0.85,Not owned by a public authority,,Not permissioned,,,,,10,"""Mixed use development opportunity following implementation of the planned relocation of the abattoir to Newington Farm, Craven Arms Employment Site. | It is expected that the residential element of the site would result in the formation of around 10 dwellings.""","""Identified as a key area of change suitable for a mixed use redevelopment following the relocation of the avattoir to the Newington Farm, Craven Arms Employment Site. | Redevelopment should seek to attract investment in retail; business; commercial and visitor facilities alongside residential development.""",,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,CRA029,,"""GA Motor Services and Dawson Funeral Services, Corvedale Road, Craven Arms""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3891455.509,-192516.0089,0.27,Not owned by a public authority,,Not permissioned,,,,,10,"""Redevelopment opportunity to create around 10 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,CST001,,"""Church Stretton Car Sales, Burway Road, Church Stretton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3882834.378,-190569.5249,0.1,Not owned by a public authority,,Not permissioned,,,,,8,"""Redevelopment of the site for around 8 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,CST002,,"""Crown Carpets, Burway Road, Church Stretton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3882834.779,-190559.5297,0.1,Not owned by a public authority,,Not permissioned,,,,,8,"""Redevelopment of the site for around 8 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,DUDH006,,"""Ravenscroft Haulage Site, Dudleston Heath""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3848414.017,-197574.0653,0.48,Not owned by a public authority,Yes,Not permissioned,,,,,7,"""The site is allocated within the SAMDev Plan. | Part of the site is brownfield (Approx 35%) and part is greenfield (Approx 65%). | The brownfield element of the site is approximately 0.48ha, whilst the total site size is some 1.39ha. | It is anticipated that the brownfield component of the site has a capacity for some 7 dwellings, whilst the total site capacity is some 20 dwellings.""",,,,,,,"""The site is allocated within the SAMDev Plan. Part of the site is brownfield (Approx 35%) and part is greenfield (Approx 65%). The brownfield element of the site is approximately 0.48ha, whilst the total site size is some 1.39ha. It is anticipated that the brownfield component of the site has a capacity for some 7 dwellings, whilst the total site capacity is some 20 dwellings. | The site is considered deliverable. | The map shows the full extent of the site and not only the brownfield area.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,IRN001,,"""Former Ironbridge Power Station, Buildwas Road, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3875415.423,-170413.6948,43.42,Not owned by a public authority,,Not permissioned,,,,,200,"""Significant mixed use redevelopment, including around 1,000 dwellings. | The brownfield element of the site is approximately 43.42ha, whilst the total site size is some 142ha. | It is anticipated that the brownfield component of the site has a capacity for approximately 200 dwellings, whilst the total site capacity is some 1,000 dwellings. |It is anticipated that much of the delivery on this site will occur beyond the next 15 years.""","""Significant employment development on brownfield element of the site associated with retained infrastructure. | Community and leisure facilities associated with a development of this scale.""",,,,,,"""The site is a strategic site that has been identified within the Local Plan Review. | Part of the site is brownfield (Approx 30%) and part is greenfield (Approx 70%). | The brownfield element of the site is approximately ha, whilst the total site size is some 142ha. | It is anticipated that the brownfield component of the site has a capacity for around 200 dwellings, whilst the total site has capacity for around 1,000 dwellings. | Development of the site will involve significant employment development. | The site is considered deliverable in accordance with the timescales detailed in the Masterplan. | The map shows the full extent of the site and not only the brownfield area.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,LUD022,,"""Morris Bufton, Galdeford, Ludlow""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3898146.538,-184770.2569,1.36,Not owned by a public authority,Yes,Not permissioned,,,,,30,"""Redevelopment of land for a mixture of uses including residential dwellings.""","""Existing consent for the construction of a commercial unit and associated infrastructure on part of the site.""",,,,,,"""Part of the site has recently been granted Planning Permission for a new commercial unit and associated infrastructure. | Much of the remainder of the site is currently occupied, however it is considered that the site will become available for residential development in the future. The site is considered suitable, achievable and viable"".",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MDR001,,"""77 - 83 Shropshire Street, Market Drayton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3851724.086,-167424.5363,0.08,Not owned by a public authority,Yes,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MDR002,,"""Car Sales Area, Salisbury Road, Market Drayton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3851927.282,-168358.5159,0.14,Not owned by a public authority,,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MDR003,,"""Haulage Yard, Market Drayton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3851094.076,-166056.2537,0.19,Not owned by a public authority,,Not permissioned,,,,,10,"""Redevelopment of the brownfield element of the site for around 10 dwellings, whilst the total site capacity is some 12 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Part of the site is brownfield (Approx 85%) and part is greenfield (Approx 15%). The brownfield element of the site is approximately 0.19ha, whilst the total site size is some 0.23ha. Redevelopment of the brownfield element of the site for around 10 dwellings, whilst the total site capacity is some 12 dwellings. |Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MDR004,,"""Cricket Club, Betton Road, Market Drayton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3851184.683,-166467.8086,0.29,Not owned by a public authority,,Not permissioned,,,,,11,"""Opportunity to redevelop the brownfield element of the site only. | Suitable for a mixed use development including medium density residential development typically comprising a mix of detached, semi-detached and terraced dwellings.""","""Mixed use development must include replacement leisure facilities associated with the cricket pitch.""",,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MDR026,,"""Pet Market, Shrewsbury Road, Market Drayton""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3851793.383,-168100.5996,0.14,Not owned by a public authority,Yes,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MIN004,,"""The Garage, Minsterley, Shrewsbury, Shropshire, SY5 0BW""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3873364.373,-197585.368,0.56,Not owned by a public authority,Yes,Not permissioned,,,,,13,"""Mixed use development including 13 dwellings.""","""The mixed use development will also include B1 uses.""",,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,MUW001,,"""Smithfield Works, Much Wenlock""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3878670.089,-173552.2061,0.55,Not owned by a public authority,,Not permissioned,,,,,10,"""Redevelopment opportunity to create around 10 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,OSW002,,"""Health Centre/ Adult Training Centre, Victoria Rd, Oswestry""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3854067.737,-205421.1524,0.73,Owned by a public authority,Yes,Not permissioned,,,,,22,"""Redevelopment of land for a mixture of uses including residential dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,OSW005,,"""Roy Evans Garage, Oak Street, Oswestry""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3853400.739,-206010.3924,0.07,Not owned by a public authority,,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,OSW006,,"""Garages site, Whittington Road, Oswestry""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3853145.582,-204967.5936,0.23,Not owned by a public authority,,Not permissioned,,,,,7,"""Redevelopment of the site for around 7 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,OSW042,,"""Richard Burbidge, Oswestry""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3853196.466,-204780.2068,4.25,Not owned by a public authority,Yes,Permissioned,Full planning permission,18/03/2016,,,183,"""SAMDev Plan allocation. | Part of the site benefits from Planning Permission granted on the 18/02/2016 (15/03727/FUL) for 53 dwellings. |The remainder of the site does not yet have Planning Permission but has a capacity for around 130 dwellings.""",,,,,,,"""The site is brownfield and has been allocated within the SAMDev Plan. | Part of the site benefits from Planning Permission granted on the 18/02/2016 (15/03727/FUL) for 53 dwellings. |The remainder of the site does not yet have Planning Permission but has a capacity for around 130 dwellings. |All elements of the site are considered deliverable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHF003,,"""Former Magistrates Court and Fire Station, Shifnal""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3872821.727,-160704.8651,0.09,Not owned by a public authority,Yes,Permissioned,Full planning permission,16/08/2017,,,7,"""Erection of 7 apartments (2 blocks) following demolition of existing building, associated parking and amenity space.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site has recently been granted Full Planning Permission (17/01565/FUL) for the erection of 7 apartments (in 2 blocks). | Planning Permission was granted after 31st March 2017, the base date for the current Housing Land Supply. | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHF004,,"""Land to the rear of Jaspers, Shrewsbury Road, Shifnal""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3872915.343,-160713.1395,0.11,Not owned by a public authority,,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHF027,,"""Garage off Bradford Street, Shifnal""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3872890.744,-160519.0878,0.23,Not owned by a public authority,Yes,Not permissioned,,,,,5,"""Redevelopment of the site including 5 dwellings.""","""Potential for retail provision on the ground floor frontage within the primary shopping area.""",,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR002,,"""The Hollies, Sutton Road, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3868941.31,-184594.2413,0.3,Not owned by a public authority,Yes,Not permissioned,,,,,18,"""Conversion of the existing building to 18 apartments.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | The site is considered suitable, available, achievable and viable for development. | Part of the site is brownfield (Approx 70%) and part is greenfield (Approx 30%). | The brownfield element of the site is approximately 0.30ha, whilst the total site size is some 0.42ha. | The site is located within a conservation area and contains an attractive older building, which it is anticipated would be retained and converted to dwellings. | It is anticipated that all the development would occur on the brownfield component of the site which has a capacity for around 18 dwellings. | The map shows the full extent of the site and not only the brownfield area.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR003,,"""Richmond House, Harlescott, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3865244.322,-184930.572,0.4,Owned by a public authority,,Not permissioned,,,,,16,"""Residential development for around 16 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR008,,"""Garages, Off Belvidere Lane, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3868066.396,-184101.2872,0.2,Mixed ownership,,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR009,,"""Shrewsbury Prison, Dana, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3867830.122,-185661.5049,1.1,Not owned by a public authority,Yes,Permissioned,Outline planning permission,14/09/2017,,,78,"""Redevelopment of the Dana Prison through a mixed use development including converting the existing prison buildings into student accommodation and residential dwellings.""","""The mixed use redevelopment will also include A1/A3, B1/D1, D2 uses along with significant landscaping works across the site.""",,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site has recently been granted Outline Planning Permission (17/02809/OUT) for a mixed use development, including the formation of 78 dwellings. | Planning Permission was granted after 31st March 2017, the base date for the current Housing Land Supply. | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR014,,"""New Zealand House, Abbey Foregate""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3868288.405,-185273.1132,0.27,Not owned by a public authority,Yes,Not permissioned,,,,,30,"""Conversion of the existing building to 30 apartments.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR015,,"""Land at Whitehall, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3868214.509,-184947.2354,0.9,Not owned by a public authority,,Not permissioned,,,,,45,"""Redevelopment of land at Whitehall for residential development.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,SHR016,,"""Shrewsbury Training and Development Centre, Racecourse Crescent, Shrewsbury""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3867747.079,-184722.732,0.3,Owned by a public authority,Yes,Not permissioned,,,,,16,"""Redevelopment of Shrewsbury Training and Development Centre, Racecourse Crescent - this site does not include the car park to the rear of the site associated with the recreation ground.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,TER001,,"""Clive Barracks at Tern Hill, Shropshire""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3853873.563,-170721.6347,50,Owned by a public authority,,Not permissioned,,,,,500,"""Significant mixed use redevelopment, including around 500 dwellings. | It is anticipated that only a small element of this site will be delivered within the next 15 years.""","""Significant employment development. | Community and leisure facilities associated with a development of this scale.""",,,,,,"""The site is a strategic site that has been identified within the Local Plan Review. | The majority of the 50ha site is brownfield. It is anticipated that it has capacity for around 500 dwellings; 12ha of employment land; and appropriate community and leisure facilities associated with a development of this scale.  | It is anticipated that much of the delivery on this site will occur beyond the next 15 years."" ",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,WHT001,,"""Garages on Wayland Close, Whitchurch""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3845601.546,-179686.5893,0.06,Not owned by a public authority,,Not permissioned,,,,,5,"""Redevelopment of the site for around 5 dwellings.""",,,,,,,"""The site is being considered within the Strategic Land Availability Assessment (SLAA). | Site is considered suitable, likely to become available, achievable and viable.""",22/12/2017,22/12/2017
http://opendatacommunities.org/id/unitary-authority/shropshire,Shropshire,WRN016,,"""Land at the Sawmills, Rhoswiel""",https://shropshire.maps.arcgis.com/apps/webappviewer/index.html?id=25b8fd6ba2fb4c878775a1aaea210576,ETRS89,3848652.718,-204888.7991,1.2,Not owned by a public authority,Yes,Not permissioned,,,,,33,"""The site is allocated within the SAMDev Plan. The site is 100% brownfield and has a capacity for some 33 dwellings.""",,,,,,,"""The site is allocated within the SAMDev Plan. The site is 100% brownfield and has a capacity for some 33 dwellings. | The site is considered deliverable.""",22/12/2017,22/12/2017
